,plate_id,study,plate_type,species,strain,media,rep,setup_time
2211,388,Duke E.coli,PM12B,E. coli,GN02007,IF10b,R2,8/22/2020 1:32:46 PM
2212,389,Duke E.coli,PM12B,E. coli,GN02009,IF10b,R1,8/22/2020 1:32:46 PM
2213,390,Duke E.coli,PM12B,E. coli,GN02009,IF10b,R2,8/22/2020 1:32:46 PM
2214,391,Duke E.coli,PM12B,E. coli,GN02094,IF10b,R1,8/22/2020 1:32:46 PM
2215,392,Duke E.coli,PM12B,E. coli,GN02094,IF10b,R2,8/22/2020 1:32:46 PM
2216,101,Pride E.coli,PM01,E. coli,ELI256,IF0,R1,6/28/2020 10:13:45 AM
2217,102,Pride E.coli,PM01,E. coli,ELI256,IF0,R2,6/28/2020 10:13:45 AM
2218,103,Pride E.coli,PM01,E. coli,ELI96,IF0,R1,6/28/2020 10:13:45 AM
2219,104,Pride E.coli,PM01,E. coli,ELI96,IF0,R2,6/28/2020 10:13:45 AM
2220,105,Pride E.coli,PM02A,E. coli,ELI256,IF0,R1,6/28/2020 10:13:45 AM
2221,106,Pride E.coli,PM02A,E. coli,ELI256,IF0,R2,6/28/2020 10:13:45 AM
2222,107,Pride E.coli,PM02A,E. coli,ELI96,IF0,R1,6/28/2020 10:13:45 AM
2223,108,Pride E.coli,PM02A,E. coli,ELI96,IF0,R2,6/28/2020 10:13:45 AM
2224,109,Pride E.coli,PM01,E. coli,ELI163,IF0,R1,7/5/2020 11:44:56 AM
2225,110,Pride E.coli,PM01,E. coli,ELI163,IF0,R2,7/5/2020 11:44:56 AM
2226,111,Pride E.coli,PM01,E. coli,ELI176,IF0,R1,7/5/2020 11:44:56 AM
2227,112,Pride E.coli,PM01,E. coli,ELI176,IF0,R2,7/5/2020 11:44:56 AM
2228,113,Pride E.coli,PM01,E. coli,ELI193,IF0,R1,6/27/2020 2:01:09 PM
2229,114,Pride E.coli,PM01,E. coli,ELI193,IF0,R2,6/27/2020 2:01:09 PM
2230,115,Pride E.coli,PM01,E. coli,ELI215,IF0,R1,6/27/2020 2:01:09 PM
2231,116,Pride E.coli,PM01,E. coli,ELI215,IF0,R2,6/27/2020 2:01:09 PM
2232,117,Pride E.coli,PM01,E. coli,ELI229,IF0,R1,6/27/2020 2:01:09 PM
2233,118,Pride E.coli,PM01,E. coli,ELI229,IF0,R2,6/27/2020 2:01:09 PM
2234,119,Pride E.coli,PM01,E. coli,ELI247,IF0,R1,6/27/2020 2:01:09 PM
2235,120,Pride E.coli,PM01,E. coli,ELI247,IF0,R2,6/27/2020 2:01:09 PM
2236,121,Pride E.coli,PM01,E. coli,ELI261,IF0,R1,6/27/2020 2:01:09 PM
2237,122,Pride E.coli,PM01,E. coli,ELI261,IF0,R2,6/27/2020 2:01:09 PM
2238,123,Pride E.coli,PM01,E. coli,ELI271,IF0,R1,6/27/2020 2:01:09 PM
2239,124,Pride E.coli,PM01,E. coli,ELI271,IF0,R2,6/27/2020 2:01:09 PM
2240,125,Pride E.coli,PM01,E. coli,ELI289,IF0,R1,6/27/2020 2:01:09 PM
2241,126,Pride E.coli,PM01,E. coli,ELI289,IF0,R2,6/27/2020 2:01:09 PM
2242,127,Pride E.coli,PM01,E. coli,ELI310,IF0,R1,6/27/2020 2:01:09 PM
2243,128,Pride E.coli,PM01,E. coli,ELI310,IF0,R2,6/27/2020 2:01:09 PM
2244,129,Pride E.coli,PM01,E. coli,ELI328,IF0,R1,6/27/2020 2:01:09 PM
2245,130,Pride E.coli,PM01,E. coli,ELI328,IF0,R2,6/27/2020 2:01:09 PM
2246,131,Pride E.coli,PM01,E. coli,ELI337,IF0,R1,6/27/2020 2:01:09 PM
2247,132,Pride E.coli,PM01,E. coli,ELI337,IF0,R2,6/27/2020 2:01:09 PM
2248,133,Pride E.coli,PM01,E. coli,ELI92,IF0,R1,7/5/2020 11:44:56 AM
2249,134,Pride E.coli,PM01,E. coli,ELI92,IF0,R2,7/5/2020 11:44:56 AM
2250,147,Pride E.coli,PM02A,E. coli,ELI163,IF0,R1,7/5/2020 11:44:56 AM
2251,148,Pride E.coli,PM02A,E. coli,ELI163,IF0,R2,7/5/2020 11:44:56 AM
2252,149,Pride E.coli,PM02A,E. coli,ELI176,IF0,R1,7/5/2020 11:44:56 AM
2253,150,Pride E.coli,PM02A,E. coli,ELI176,IF0,R2,7/5/2020 11:44:56 AM
2254,151,Pride E.coli,PM02A,E. coli,ELI193,IF0,R1,6/27/2020 2:01:09 PM
2255,152,Pride E.coli,PM02A,E. coli,ELI193,IF0,R2,6/27/2020 2:01:09 PM
2256,153,Pride E.coli,PM02A,E. coli,ELI215,IF0,R1,6/27/2020 2:01:09 PM
2257,154,Pride E.coli,PM02A,E. coli,ELI215,IF0,R2,6/27/2020 2:01:09 PM
2258,155,Pride E.coli,PM02A,E. coli,ELI229,IF0,R1,6/27/2020 2:01:09 PM
2259,156,Pride E.coli,PM02A,E. coli,ELI229,IF0,R2,6/27/2020 2:01:09 PM
2260,157,Pride E.coli,PM02A,E. coli,ELI247,IF0,R1,6/27/2020 2:01:09 PM
2261,158,Pride E.coli,PM02A,E. coli,ELI247,IF0,R2,6/27/2020 2:01:09 PM
2262,159,Pride E.coli,PM02A,E. coli,ELI261,IF0,R1,6/27/2020 2:01:09 PM
2263,160,Pride E.coli,PM02A,E. coli,ELI261,IF0,R2,6/27/2020 2:01:09 PM
2264,161,Pride E.coli,PM02A,E. coli,ELI271,IF0,R1,6/27/2020 2:01:09 PM
2265,162,Pride E.coli,PM02A,E. coli,ELI271,IF0,R2,6/27/2020 2:01:09 PM
2266,163,Pride E.coli,PM02A,E. coli,ELI289,IF0,R1,6/27/2020 2:01:09 PM
2267,164,Pride E.coli,PM02A,E. coli,ELI289,IF0,R2,6/27/2020 2:01:09 PM
2268,165,Pride E.coli,PM02A,E. coli,ELI310,IF0,R1,6/27/2020 2:01:09 PM
2269,166,Pride E.coli,PM02A,E. coli,ELI310,IF0,R2,6/27/2020 2:01:09 PM
2270,167,Pride E.coli,PM02A,E. coli,ELI328,IF0,R1,6/27/2020 2:01:09 PM
2271,168,Pride E.coli,PM02A,E. coli,ELI328,IF0,R2,6/27/2020 2:01:09 PM
2272,169,Pride E.coli,PM02A,E. coli,ELI337,IF0,R1,6/27/2020 2:01:09 PM
2273,170,Pride E.coli,PM02A,E. coli,ELI337,IF0,R2,6/27/2020 2:01:09 PM
2274,171,Pride E.coli,PM02A,E. coli,ELI92,IF0,R1,7/5/2020 11:44:56 AM
2275,172,Pride E.coli,PM02A,E. coli,ELI92,IF0,R2,7/5/2020 11:44:56 AM
2276,185,Pride E.coli,PM01,E. coli,ELI102,M9,R1,2/7/2020 2:06:31 PM
2277,186,Pride E.coli,PM01,E. coli,ELI102,M9,R2,2/7/2020 2:06:31 PM
2278,187,Pride E.coli,PM01,E. coli,ELI124,M9,R1,2/7/2020 2:06:31 PM
2279,188,Pride E.coli,PM01,E. coli,ELI124,M9,R2,2/7/2020 2:06:31 PM
2280,189,Pride E.coli,PM01,E. coli,ELI131,M9,R1,2/7/2020 2:06:31 PM
2281,190,Pride E.coli,PM01,E. coli,ELI131,M9,R2,2/7/2020 2:06:31 PM
2282,191,Pride E.coli,PM01,E. coli,ELI133,M9,R1,2/7/2020 4:24:01 PM
2283,192,Pride E.coli,PM01,E. coli,ELI133,M9,R2,2/7/2020 4:24:01 PM
2284,193,Pride E.coli,PM01,E. coli,ELI135,M9,R1,2/8/2020 3:11:28 PM
2285,194,Pride E.coli,PM01,E. coli,ELI135,M9,R2,2/8/2020 3:11:28 PM
2286,195,Pride E.coli,PM01,E. coli,ELI147,M9,R1,2/8/2020 3:11:28 PM
2287,196,Pride E.coli,PM01,E. coli,ELI147,M9,R2,2/8/2020 3:11:28 PM
2288,197,Pride E.coli,PM01,E. coli,ELI155,M9,R1,2/8/2020 3:11:28 PM
2289,198,Pride E.coli,PM01,E. coli,ELI155,M9,R2,2/8/2020 3:11:28 PM
2290,199,Pride E.coli,PM01,E. coli,ELI156,M9,R1,2/10/2020 3:57:01 PM
2291,200,Pride E.coli,PM01,E. coli,ELI156,M9,R2,2/10/2020 3:57:01 PM
2292,201,Pride E.coli,PM01,E. coli,ELI157,M9,R1,2/10/2020 3:57:01 PM
2293,202,Pride E.coli,PM01,E. coli,ELI157,M9,R2,2/10/2020 3:57:01 PM
2294,203,Pride E.coli,PM01,E. coli,ELI158,M9,R1,2/10/2020 3:57:01 PM
2295,204,Pride E.coli,PM01,E. coli,ELI158,M9,R2,2/10/2020 3:57:01 PM
2296,205,Pride E.coli,PM01,E. coli,ELI17,M9,R1,2/7/2020 2:06:31 PM
2297,206,Pride E.coli,PM01,E. coli,ELI17,M9,R2,2/7/2020 2:06:31 PM
2298,207,Pride E.coli,PM01,E. coli,ELI35,M9,R1,2/21/2020 3:35:28 PM
2299,208,Pride E.coli,PM01,E. coli,ELI35,M9,R2,2/21/2020 3:35:28 PM
2300,209,Pride E.coli,PM01,E. coli,ELI74,M9,R1,2/7/2020 2:06:31 PM
2301,210,Pride E.coli,PM01,E. coli,ELI74,M9,R2,2/7/2020 2:06:31 PM
2302,211,Pride E.coli,PM01,E. coli,ELI9,M9,R1,2/7/2020 2:06:31 PM
2303,212,Pride E.coli,PM01,E. coli,ELI9,M9,R2,2/7/2020 2:06:31 PM
2304,213,Pride E.coli,PM02A,E. coli,ELI102,M9,R1,2/7/2020 2:06:31 PM
2305,214,Pride E.coli,PM02A,E. coli,ELI102,M9,R2,2/7/2020 2:06:31 PM
2306,215,Pride E.coli,PM02A,E. coli,ELI124,M9,R1,2/7/2020 2:06:31 PM
2307,216,Pride E.coli,PM02A,E. coli,ELI124,M9,R2,2/7/2020 2:06:31 PM
2308,217,Pride E.coli,PM02A,E. coli,ELI131,M9,R1,2/7/2020 2:06:31 PM
2309,218,Pride E.coli,PM02A,E. coli,ELI131,M9,R2,2/7/2020 2:06:31 PM
2310,219,Pride E.coli,PM02A,E. coli,ELI133,M9,R1,2/7/2020 4:24:01 PM
2311,220,Pride E.coli,PM02A,E. coli,ELI133,M9,R2,2/7/2020 4:24:01 PM
2312,221,Pride E.coli,PM02A,E. coli,ELI135,M9,R1,2/8/2020 3:11:28 PM
2313,222,Pride E.coli,PM02A,E. coli,ELI135,M9,R2,2/8/2020 3:11:28 PM
2314,223,Pride E.coli,PM02A,E. coli,ELI147,M9,R1,2/8/2020 3:11:28 PM
2315,224,Pride E.coli,PM02A,E. coli,ELI147,M9,R2,2/8/2020 3:11:28 PM
2316,225,Pride E.coli,PM02A,E. coli,ELI155,M9,R1,2/8/2020 3:11:28 PM
2317,226,Pride E.coli,PM02A,E. coli,ELI155,M9,R2,2/8/2020 3:11:28 PM
2318,227,Pride E.coli,PM02A,E. coli,ELI156,M9,R1,2/10/2020 3:57:01 PM
2319,228,Pride E.coli,PM02A,E. coli,ELI156,M9,R2,2/10/2020 3:57:01 PM
2320,229,Pride E.coli,PM02A,E. coli,ELI157,M9,R1,2/10/2020 3:57:01 PM
2321,230,Pride E.coli,PM02A,E. coli,ELI157,M9,R2,2/10/2020 3:57:01 PM
2322,231,Pride E.coli,PM02A,E. coli,ELI158,M9,R1,2/10/2020 3:57:01 PM
2323,232,Pride E.coli,PM02A,E. coli,ELI158,M9,R2,2/10/2020 3:57:01 PM
2324,233,Pride E.coli,PM02A,E. coli,ELI17,M9,R1,2/7/2020 2:06:31 PM
2325,234,Pride E.coli,PM02A,E. coli,ELI17,M9,R2,2/7/2020 2:06:31 PM
2326,235,Pride E.coli,PM02A,E. coli,ELI35,M9,R1,2/21/2020 3:35:28 PM
2327,236,Pride E.coli,PM02A,E. coli,ELI35,M9,R2,2/21/2020 3:35:28 PM
2328,237,Pride E.coli,PM02A,E. coli,ELI74,M9,R1,2/7/2020 2:06:31 PM
2329,238,Pride E.coli,PM02A,E. coli,ELI74,M9,R2,2/7/2020 2:06:31 PM
2330,239,Pride E.coli,PM02A,E. coli,ELI9,M9,R1,2/7/2020 2:06:31 PM
2331,240,Pride E.coli,PM02A,E. coli,ELI9,M9,R2,2/7/2020 2:06:31 PM
2332,393,Saier collab,PM11C,E. coli,BW25113,IF10b,1,6/21/2020 11:33:11 AM
2333,394,Saier collab,PM11C,E. coli,BW25113,IF10b,2,6/21/2020 11:33:11 AM
2334,395,Saier collab,PM11C,E. coli,BW25113 delta mdlA,IF10b,1,6/21/2020 11:33:11 AM
2335,396,Saier collab,PM11C,E. coli,BW25113 delta mdlA,IF10b,2,6/21/2020 11:33:11 AM
2336,397,Saier collab,PM11C,E. coli,BW25113 delta mdlB,IF10b,1,6/21/2020 11:33:11 AM
2337,398,Saier collab,PM11C,E. coli,BW25113 delta mdlB,IF10b,2,6/21/2020 11:33:11 AM
2338,399,Saier collab,PM12B,E. coli,BW25113,IF10b,1,6/21/2020 11:33:11 AM
2339,400,Saier collab,PM12B,E. coli,BW25113,IF10b,2,6/21/2020 11:33:11 AM
2340,401,Saier collab,PM12B,E. coli,BW25113 delta mdlA,IF10b,1,6/21/2020 11:33:11 AM
2341,402,Saier collab,PM12B,E. coli,BW25113 delta mdlA,IF10b,2,6/21/2020 11:33:11 AM
2342,403,Saier collab,PM12B,E. coli,BW25113 delta mdlB,IF10b,1,6/21/2020 11:33:11 AM
2343,404,Saier collab,PM12B,E. coli,BW25113 delta mdlB,IF10b,2,6/21/2020 11:33:11 AM
2344,405,Saier collab,PM11C,E. coli,BW AcrAB-KO,IF10b,1,3/13/2020 3:21:02 PM
2345,406,Saier collab,PM11C,E. coli,BW AcrAB-KO,IF10b,2,3/13/2020 3:21:02 PM
2346,407,Saier collab,PM11C,E. coli,BW AcrAB-Yhhs-YfcJ-KO,IF10b,1,3/13/2020 3:21:02 PM
2347,408,Saier collab,PM11C,E. coli,BW AcrAB-Yhhs-YfcJ-KO,IF10b,2,3/13/2020 3:21:02 PM
2348,645,Saier collab,PM01,E. coli,BW25113 delta ydhS,M9,R1,10/23/2019 11:54:47 AM
2349,646,Saier collab,PM01,E. coli,BW25113 delta yieP,M9,R1,10/22/2019 3:26:07 PM
2350,647,Saier collab,PM02A,E. coli,BW25113,M9+20mM L-Glutamate,R1,10/9/2019 12:49:26 PM
2351,648,Saier collab,PM02A,E. coli,BW25113 delta yiaG,M9+20mM L-Glutamate,R1,10/9/2019 12:49:26 PM
2352,649,Saier collab,PM02A,E. coli,BW25113 delta yneJ,M9+20mM L-Glutamate,R1,10/9/2019 12:49:26 PM
2353,650,Saier collab,PM11C,E. coli,BW25113,IF10b,R1,12/12/2019 4:27:29 PM
2354,651,Saier collab,PM11C,E. coli,BW25113,IF10b,R1,12/12/2019 4:27:29 PM
2355,652,Saier collab,PM11C,E. coli,BW25113,IF10b,R1,12/5/2019 5:32:28 PM
2356,653,Saier collab,PM11C,E. coli,BW25113,IF10b+20mM L-Glutamate,R1,12/5/2019 5:32:28 PM
2357,654,Saier collab,PM11C,E. coli,BW25113 delta ydhC,IF10b,R1,12/12/2019 4:27:29 PM
2358,655,Saier collab,PM11C,E. coli,BW25113 delta ydhC,IF10,R2,12/12/2019 4:27:29 PM
2359,656,Saier collab,PM11C,E. coli,BW25113 delta yneJ,IF10b,R1,12/5/2019 5:32:28 PM
2360,657,Saier collab,PM11C,E. coli,BW25113 delta yneJ,IF10b+20mM L-Glutamate,R1,12/5/2019 5:32:28 PM
2361,658,Saier collab,PM12B,E. coli,BW25113,IF10b+Inosine,R2,12/12/2019 4:27:29 PM
2362,659,Saier collab,PM12B,E. coli,BW25113,IF10+Inosine,R1,12/12/2019 4:27:29 PM
2363,660,Saier collab,PM12B,E. coli,BW25113 delta ydhC,IF10b+Inosine,R1,12/12/2019 4:27:29 PM
2364,661,Saier collab,PM12B,E. coli,BW25113 delta ydhC,IF10b+Inosine,R2,12/12/2019 4:27:29 PM
2365,662,Saier collab,PM02,E. coli,BW25113,M9+20mM L-Glutamate,1,2/21/2020 11:24
2366,663,Saier collab,PM02,E. coli,BW25113,M9+20mM L-Glutamate,2,2/20/2020 16:38
2367,664,Saier collab,PM02,E. coli,BW25113 delta yiaG,M9+20mM L-Glutamate,1,2/20/2020 16:38
2368,665,Saier collab,PM02,E. coli,BW25113 delta yiaG,M9+20mM L-Glutamate,2,2/21/2020 11:24
2369,666,Saier collab,PM02,E. coli,BW25113 delta yneJ,M9+20mM L-Glutamate,1,2/20/2020 16:38
2370,667,Saier collab,PM02,E. coli,BW25113 delta yneJ,M9+20mM L-Glutamate,2,2/21/2020 11:24
2371,668,Saier collab,PM11C,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,1,2/21/2020 17:58
2372,669,Saier collab,PM11C,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,2,2/21/2020 17:58
2373,670,Saier collab,PM11C,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,1,2/21/2020 17:58
2374,671,Saier collab,PM11C,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,2,2/21/2020 17:58
2375,672,Saier collab,PM12B,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,1,2/21/2020 17:58
2376,673,Saier collab,PM12B,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,2,2/21/2020 17:58
2377,674,Saier collab,PM12B,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,1,2/21/2020 17:58
2378,675,Saier collab,PM12B,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,2,2/21/2020 17:58
2379,453,Sakoulas strains,PM11C,S. aureus,D592,MHB,R1,2/4/2020 1:28:20 PM
2380,454,Sakoulas strains,PM11C,S. aureus,D592,MHB,R2,2/4/2020 1:28:20 PM
2381,455,Sakoulas strains,PM11C,S. aureus,D712,MHB,R1,2/4/2020 1:28:20 PM
2382,456,Sakoulas strains,PM11C,S. aureus,D712,MHB,R2,2/4/2020 1:28:20 PM
2383,457,Sakoulas strains,PM11C,S. aureus,LAC,MHB,R1,2/4/2020 1:28:20 PM
2384,458,Sakoulas strains,PM11C,S. aureus,LAC,MHB,R2,2/4/2020 1:28:20 PM
2385,459,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,MHB,R1,1/24/2020 3:04:59 PM
2386,460,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,MHB,R2,1/24/2020 3:04:59 PM
2387,461,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,MHB,R1,1/27/2020 3:41:59 PM
2388,462,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,MHB,R2,1/27/2020 3:41:59 PM
2389,463,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,MHB,R1,1/27/2020 3:41:59 PM
2390,464,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,MHB,R2,1/27/2020 3:41:59 PM
2391,465,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,MHB,R1,1/24/2020 3:04:59 PM
2392,466,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,MHB,R2,1/24/2020 3:04:59 PM
2393,467,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,MHB,R1,1/27/2020 3:41:59 PM
2394,468,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,MHB,R2,1/27/2020 3:41:59 PM
2395,469,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,MHB,R1,1/29/2020 3:14:03 PM
2396,470,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,MHB,R2,1/29/2020 3:14:03 PM
2397,471,Sakoulas strains,PM11C,S. aureus,Sakoulas_23,MHB,R1,1/29/2020 3:14:03 PM
2398,472,Sakoulas strains,PM11C,S. aureus,Sakoulas_23,MHB,R2,1/29/2020 3:14:03 PM
2399,473,Sakoulas strains,PM11C,S. aureus,Sakoulas_26,MHB,R1,1/29/2020 3:14:03 PM
2400,474,Sakoulas strains,PM11C,S. aureus,Sakoulas_26,MHB,R2,1/29/2020 3:14:03 PM
2401,475,Sakoulas strains,PM11C,S. aureus,Sakoulas_28,MHB,R1,1/31/2020 11:56:04 AM
2402,476,Sakoulas strains,PM11C,S. aureus,Sakoulas_28,MHB,R2,1/31/2020 11:56:04 AM
2403,477,Sakoulas strains,PM11C,S. aureus,Sakoulas_29,MHB,R1,1/31/2020 11:56:04 AM
2404,478,Sakoulas strains,PM11C,S. aureus,Sakoulas_29,MHB,R2,1/31/2020 11:56:04 AM
2405,479,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,MHB,R1,1/31/2020 11:56:04 AM
2406,480,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,MHB,R2,1/31/2020 11:56:04 AM
2407,481,Sakoulas strains,PM11C,S. aureus,Sakoulas_33,MHB,R1,2/1/2020 12:43:48 PM
2408,482,Sakoulas strains,PM11C,S. aureus,Sakoulas_33,MHB,R2,2/1/2020 12:43:48 PM
2409,483,Sakoulas strains,PM11C,S. aureus,Sakoulas_38,MHB,R1,2/1/2020 12:43:48 PM
2410,484,Sakoulas strains,PM11C,S. aureus,Sakoulas_38,MHB,R2,2/1/2020 12:43:48 PM
2411,485,Sakoulas strains,PM11C,S. aureus,Sakoulas_40,MHB,R1,2/1/2020 12:43:48 PM
2412,486,Sakoulas strains,PM11C,S. aureus,Sakoulas_40,MHB,R2,2/1/2020 12:43:48 PM
2413,487,Sakoulas strains,PM11C,S. aureus,Sakoulas_42,MHB,R1,2/3/2020 1:47:28 PM
2414,488,Sakoulas strains,PM11C,S. aureus,Sakoulas_42,MHB,R2,2/3/2020 1:47:28 PM
2415,489,Sakoulas strains,PM11C,S. aureus,Sakoulas_43,MHB,R1,2/3/2020 1:47:28 PM
2416,490,Sakoulas strains,PM11C,S. aureus,Sakoulas_43,MHB,R2,2/3/2020 1:47:28 PM
2417,491,Sakoulas strains,PM11C,S. aureus,Sakoulas_45,MHB,R1,2/3/2020 1:47:28 PM
2418,492,Sakoulas strains,PM11C,S. aureus,Sakoulas_45,MHB,R2,2/3/2020 1:47:28 PM
2419,493,Sakoulas strains,PM11C,S. aureus,Sakoulas_5,MHB,R1,1/24/2020 3:04:59 PM
2420,494,Sakoulas strains,PM11C,S. aureus,Sakoulas_5,MHB,R2,1/24/2020 3:04:59 PM
2421,495,Sakoulas strains,PM11C,S. aureus,Sakoulas_6,MHB,R1,1/25/2020 2:07:30 PM
2422,496,Sakoulas strains,PM11C,S. aureus,Sakoulas_6,MHB,R2,1/25/2020 2:07:30 PM
2423,497,Sakoulas strains,PM11C,S. aureus,Sakoulas_7,MHB,R1,1/25/2020 2:07:30 PM
2424,498,Sakoulas strains,PM11C,S. aureus,Sakoulas_7,MHB,R2,1/25/2020 2:07:30 PM
2425,499,Sakoulas strains,PM11C,S. aureus,Sakoulas_9,MHB,R1,1/25/2020 2:07:30 PM
2426,500,Sakoulas strains,PM11C,S. aureus,Sakoulas_9,MHB,R2,1/25/2020 2:07:30 PM
2427,501,Sakoulas strains,PM11C,S. aureus,D592,RPMI,R1,2/4/2020 1:28:20 PM
2428,502,Sakoulas strains,PM11C,S. aureus,D592,RPMI,R2,2/4/2020 1:28:20 PM
2429,503,Sakoulas strains,PM11C,S. aureus,D712,RPMI,R1,2/4/2020 1:28:20 PM
2430,504,Sakoulas strains,PM11C,S. aureus,D712,RPMI,R2,2/4/2020 1:28:20 PM
2431,505,Sakoulas strains,PM11C,S. aureus,LAC,RPMI,R1,2/4/2020 1:28:20 PM
2432,506,Sakoulas strains,PM11C,S. aureus,LAC,RPMI,R2,2/4/2020 1:28:20 PM
2433,507,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,RPMI,R1,1/24/2020 3:04:59 PM
2434,508,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,RPMI,R2,1/24/2020 3:04:59 PM
2435,509,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,RPMI,R1,1/27/2020 3:41:59 PM
2436,510,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,RPMI,R2,1/27/2020 3:41:59 PM
2437,511,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,RPMI,R1,1/27/2020 3:41:59 PM
2438,512,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,RPMI,R2,1/27/2020 3:41:59 PM
2439,513,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,RPMI,R1,1/24/2020 3:04:59 PM
2440,514,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,RPMI,R2,1/24/2020 3:04:59 PM
2441,515,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,RPMI,R1,1/27/2020 3:41:59 PM
2442,516,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,RPMI,R2,1/27/2020 3:41:59 PM
2443,517,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,RPMI,R1,1/29/2020 3:14:03 PM
2444,518,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,RPMI,R2,1/29/2020 3:14:03 PM
2445,519,Sakoulas strains,PM11C,S. aureus,Sakoulas_23,RPMI,R1,1/29/2020 3:14:03 PM
2446,520,Sakoulas strains,PM11C,S. aureus,Sakoulas_23,RPMI,R2,1/29/2020 3:14:03 PM
2447,521,Sakoulas strains,PM11C,S. aureus,Sakoulas_26,RPMI,R1,1/29/2020 3:14:03 PM
2448,522,Sakoulas strains,PM11C,S. aureus,Sakoulas_26,RPMI,R2,1/29/2020 3:14:03 PM
2449,523,Sakoulas strains,PM11C,S. aureus,Sakoulas_28,RPMI,R1,1/31/2020 11:56:04 AM
2450,524,Sakoulas strains,PM11C,S. aureus,Sakoulas_28,RPMI,R2,1/31/2020 11:56:04 AM
2451,525,Sakoulas strains,PM11C,S. aureus,Sakoulas_29,RPMI,R1,1/31/2020 11:56:04 AM
2452,526,Sakoulas strains,PM11C,S. aureus,Sakoulas_29,RPMI,R2,1/31/2020 11:56:04 AM
2453,527,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,RPMI,R1,1/31/2020 11:56:04 AM
2454,528,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,RPMI,R2,1/31/2020 11:56:04 AM
2455,529,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,RPMI,R2,1/31/2020 11:56:04 AM
2456,530,Sakoulas strains,PM11C,S. aureus,Sakoulas_33,RPMI,R1,2/1/2020 12:43:48 PM
2457,531,Sakoulas strains,PM11C,S. aureus,Sakoulas_33,RPMI,R2,2/1/2020 12:43:48 PM
2458,532,Sakoulas strains,PM11C,S. aureus,Sakoulas_38,RPMI,R1,2/1/2020 12:43:48 PM
2459,533,Sakoulas strains,PM11C,S. aureus,Sakoulas_38,RPMI,R2,2/1/2020 12:43:48 PM
2460,534,Sakoulas strains,PM11C,S. aureus,Sakoulas_40,RPMI,R1,2/1/2020 12:43:48 PM
2461,535,Sakoulas strains,PM11C,S. aureus,Sakoulas_40,RPMI,R2,2/1/2020 12:43:48 PM
2462,536,Sakoulas strains,PM11C,S. aureus,Sakoulas_42,RPMI,R1,2/3/2020 1:47:28 PM
2463,537,Sakoulas strains,PM11C,S. aureus,Sakoulas_42,RPMI,R2,2/3/2020 1:47:28 PM
2464,538,Sakoulas strains,PM11C,S. aureus,Sakoulas_43,RPMI,R1,2/3/2020 1:47:28 PM
2465,539,Sakoulas strains,PM11C,S. aureus,Sakoulas_43,RPMI,R2,2/3/2020 1:47:28 PM
2466,540,Sakoulas strains,PM11C,S. aureus,Sakoulas_45,RPMI,R1,2/3/2020 1:47:28 PM
2467,541,Sakoulas strains,PM11C,S. aureus,Sakoulas_45,RPMI,R2,2/3/2020 1:47:28 PM
2468,542,Sakoulas strains,PM11C,S. aureus,Sakoulas_5,RPMI,R1,1/24/2020 3:04:59 PM
2469,543,Sakoulas strains,PM11C,S. aureus,Sakoulas_5,RPMI,R2,1/24/2020 3:04:59 PM
